C_mean,epsilon_mean,gamma_mean,r2_mean,r2_mad,RMSE_mean,RMSE_mad,MSE_mean,MSE_mad,cv,time_mean
16.0,0.7433333333333334,0.7916666666666666,0.9359806695306977,0.013701471619861594,2.3095676542368606,0.24275694828066144,5.404483463633402,1.156672152835014,10.0,85.93769851276666
