alpha_mean,tol_mean,r2_mean,r2_mad,RMSE_mean,RMSE_mad,MSE_mean,MSE_mad,cv,time_mean
0.25,1.0000000000000004e-05,0.0,0.0,0.1274027744857875,8.326672684688674e-17,0.01623146694667639,1.0408340855860843e-17,10.0,0.899517552633309
