alpha_mean,r2_mean,r2_mad,RMSE_mean,RMSE_mad,MSE_mean,MSE_mad,cv,time_mean
0.007911588495364882,0.6294657266743353,0.05982642946448056,0.0769046318549995,0.007010388871355069,0.006014314810096252,0.0009710707123903948,10.0,0.3226997059000496
