,alpha,tol,r2,RMSE,MSE,cv,time
0,0.31622776601683794,1e-05,0.8654332362244123,0.046735596480035044,0.002184215978344664,10.0,2.7754175340014626
1,0.31622776601683794,1e-05,0.8654332362244123,0.046735596480035044,0.002184215978344664,10.0,2.7318010549970495
2,0.31622776601683794,1e-05,0.8654332362244123,0.046735596480035044,0.002184215978344664,10.0,2.8354698619987175
3,0.31622776601683794,1e-05,0.8654332362244123,0.046735596480035044,0.002184215978344664,10.0,3.397338509999827
4,0.31622776601683794,1e-05,0.8654332362244123,0.046735596480035044,0.002184215978344664,10.0,3.0784364770006505
5,0.31622776601683794,1e-05,0.8654332362244123,0.046735596480035044,0.002184215978344664,10.0,3.036308832000941
6,0.31622776601683794,1e-05,0.8654332362244123,0.046735596480035044,0.002184215978344664,10.0,3.027826871002617
7,0.31622776601683794,1e-05,0.8654332362244123,0.046735596480035044,0.002184215978344664,10.0,3.019650714999443
8,0.31622776601683794,1e-05,0.8654332362244123,0.046735596480035044,0.002184215978344664,10.0,3.038741921001929
9,0.31622776601683794,1e-05,0.8654332362244123,0.046735596480035044,0.002184215978344664,10.0,3.1703537670000514
10,0.31622776601683794,1e-05,0.8654332362244123,0.046735596480035044,0.002184215978344664,10.0,3.3505118130015035
11,0.31622776601683794,1e-05,0.8654332362244123,0.046735596480035044,0.002184215978344664,10.0,3.0028099460032536
12,0.31622776601683794,1e-05,0.8654332362244123,0.046735596480035044,0.002184215978344664,10.0,3.0530310710018966
13,0.31622776601683794,1e-05,0.8654332362244123,0.046735596480035044,0.002184215978344664,10.0,2.9759457310028665
14,0.31622776601683794,1e-05,0.8654332362244123,0.046735596480035044,0.002184215978344664,10.0,2.9853369150005165
15,0.31622776601683794,1e-05,0.8654332362244123,0.046735596480035044,0.002184215978344664,10.0,3.0216623050000635
16,0.31622776601683794,1e-05,0.8654332362244123,0.046735596480035044,0.002184215978344664,10.0,2.9940189179978915
17,0.31622776601683794,1e-05,0.8654332362244123,0.046735596480035044,0.002184215978344664,10.0,2.987909725998179
18,0.31622776601683794,1e-05,0.8654332362244123,0.046735596480035044,0.002184215978344664,10.0,2.986380330999964
19,0.31622776601683794,1e-05,0.8654332362244123,0.046735596480035044,0.002184215978344664,10.0,3.0320067259999632
20,0.31622776601683794,1e-05,0.8654332362244123,0.046735596480035044,0.002184215978344664,10.0,2.9826351170013368
21,0.31622776601683794,1e-05,0.8654332362244123,0.046735596480035044,0.002184215978344664,10.0,3.0394228590012062
22,0.31622776601683794,1e-05,0.8654332362244123,0.046735596480035044,0.002184215978344664,10.0,2.9926050739995844
23,0.31622776601683794,1e-05,0.8654332362244123,0.046735596480035044,0.002184215978344664,10.0,3.0149593629976152
24,0.31622776601683794,1e-05,0.8654332362244123,0.046735596480035044,0.002184215978344664,10.0,2.982851925000432
25,0.31622776601683794,1e-05,0.8654332362244123,0.046735596480035044,0.002184215978344664,10.0,3.00774550099959
26,0.31622776601683794,1e-05,0.8654332362244123,0.046735596480035044,0.002184215978344664,10.0,2.996966426999279
27,0.31622776601683794,1e-05,0.8654332362244123,0.046735596480035044,0.002184215978344664,10.0,2.9954641859985713
28,0.31622776601683794,1e-05,0.8654332362244123,0.046735596480035044,0.002184215978344664,10.0,3.063256861001719
29,0.31622776601683794,1e-05,0.8654332362244123,0.046735596480035044,0.002184215978344664,10.0,2.997329985999386
