alpha_mean,tol_mean,r2_mean,r2_mad,RMSE_mean,RMSE_mad,MSE_mean,MSE_mad,cv,time_mean
0.013996263255745569,0.002832609994818517,0.7400553853286039,0.00022867385481502392,4.684485038059105,0.0020603630989847704,21.944408995744727,0.01930454532800425,10.0,3.01554666126655
