alpha_mean,tol_mean,r2_mean,r2_mad,RMSE_mean,RMSE_mad,MSE_mean,MSE_mad,cv,time_mean
0.0288169881635415,0.03249728220081376,0.8192339613471369,0.0016323156682572892,3.3141506530776326,0.01497777666754286,10.983839525917467,0.09918397000560877,10.0,2.8964721473332853
