learning_rate_mean,n_estimators_mean,r2_mean,r2_mad,RMSE_mean,RMSE_mad,MSE_mean,MSE_mad,cv,time_mean
0.06666666666666667,153,0.9940759154910525,0.00299186314507723,0.5722382308513261,0.15177344829878742,0.3599635975273406,0.18179379773953006,5.0,254.63244137400008
