learning_rate_mean,n_estimators_mean,r2_mean,r2_mad,RMSE_mean,RMSE_mad,MSE_mean,MSE_mad,cv,time_mean
0.05,185,0.9953267042028302,0.0017516425482390074,0.6165524768183056,0.1199191407272302,0.3945175569835445,0.1478728864665935,2.0,128.8025609694996
