learning_rate_mean,n_estimators_mean,r2_mean,r2_mad,RMSE_mean,RMSE_mad,MSE_mean,MSE_mad,cv,time_mean
0.065666666666667,126,0.969077506291762,0.005289382930988,0.022263548161211,0.001959565640174,0.000501917434534,8.58544442126276E-05,10,32.2615995395998
