learning_rate_mean,n_estimators_mean,r2_mean,r2_mad,RMSE_mean,RMSE_mad,MSE_mean,MSE_mad,cv,time_mean
0.024666666666666674,127,0.9054736110580521,0.06479490898687917,0.03558815878615344,0.013210391384985412,0.0015343019576998507,0.00105171642353344,5.0,241.64259435933297
