learning_rate_mean,n_estimators_mean,r2_mean,r2_mad,RMSE_mean,RMSE_mad,MSE_mean,MSE_mad,cv,time_mean
0.085,162,0.6124844421554615,0.016183423367036914,0.07928162193660532,0.001644005090615192,0.006289945968476452,0.0002626807014661269,10.0,13.039794168166432
