alpha_mean,tol_mean,r2_mean,r2_mad,RMSE_mean,RMSE_mad,MSE_mean,MSE_mad,cv,time_mean
0.29096567005967366,1.0000000000000004e-05,0.821398774873904,1.560503876900654e-05,3.294282848944318,0.00014392423645842218,10.852299527814129,0.0009482048890970892,10.0,3.025189366666382
