,learning_rate,n_estimators,r2,RMSE,MSE,cv,time
0,0.09000000000000001,110.0,0.964030360909836,1.4783821467740113,2.185613771900134,10.0,62.67114074299752
1,0.09000000000000001,170.0,0.9754219947949135,1.2220584690228797,1.4934269017105448,10.0,63.30938777800111
2,0.1,140.0,0.9711296045368429,1.3244788742196043,1.7542442882540301,10.0,62.663968995002506
3,0.1,180.0,0.9777286752700672,1.1632999094510337,1.353266679328783,10.0,63.12141139999949
4,0.09000000000000001,160.0,0.9738193215369421,1.2612730543752826,1.5908097176931546,10.0,63.222870485002204
5,0.09000000000000001,140.0,0.97039895831317,1.3411339804944669,1.7986403536369333,10.0,62.26389771400136
6,0.08,140.0,0.9678634214902784,1.3973927559627461,1.9527065144171587,10.0,62.90490930099986
7,0.09000000000000001,190.0,0.9780702035271935,1.1543459131345157,1.3325144871703587,10.0,63.65362032699704
8,0.1,140.0,0.9711296045368429,1.3244788742196039,1.7542442882540294,10.0,65.41751412200028
9,0.04000000000000001,140.0,0.9497392057632483,1.7475650185646288,3.053983494110791,10.0,61.351474969000265
10,0.07,100.0,0.9551537401154326,1.6507518164406425,2.7249815594820808,10.0,62.765607789999194
11,0.05000000000000001,120.0,0.9516637582830798,1.7137801529746377,2.937042412729773,10.0,66.62168498400206
12,0.09000000000000001,130.0,0.9685111426723072,1.3832386640236727,1.9133492016499947,10.0,62.13176678299715
13,0.08,170.0,0.9727462255357456,1.2868620630577905,1.6560139693373526,10.0,61.85109687300064
14,0.07,180.0,0.9702055951839753,1.3455072006052522,1.8103896268805824,10.0,61.51930760899995
15,0.09000000000000001,100.0,0.961829149970634,1.5229462815395782,2.3193653764552282,10.0,61.607839602998865
16,0.07,150.0,0.9654272105577941,1.4493920663843893,2.1007373620980103,10.0,61.68421792600202
17,0.09000000000000001,180.0,0.9764090130263244,1.1972689635489293,1.4334529710775274,10.0,61.54789101499773
18,0.09000000000000001,120.0,0.9662571618064834,1.4318893991695143,2.050307251454033,10.0,63.096335062000435
19,0.06000000000000001,180.0,0.9658811558309173,1.439845270923268,2.0731544042000993,10.0,61.55211262800003
20,0.06000000000000001,180.0,0.9658811558309173,1.439845270923268,2.0731544042000993,10.0,62.24081016100172
21,0.06000000000000001,120.0,0.9549047744657705,1.655327579101377,2.740109394133626,10.0,59.2038272159989
22,0.09000000000000001,180.0,0.9764090130263244,1.1972689635489293,1.4334529710775277,10.0,59.351671642998554
23,0.08,110.0,0.961483102635873,1.529834030261442,2.3403921601459667,10.0,59.075263775001076
24,0.05000000000000001,110.0,0.9492302071782066,1.7563916539317728,3.0849116420011886,10.0,58.22339823099901
25,0.1,100.0,0.9628680714001507,1.5020777827301042,2.256237665371386,10.0,59.129927651996695
26,0.05000000000000001,130.0,0.953217586099755,1.6860093651936638,2.842627579520741,10.0,58.39489396299905
27,0.1,120.0,0.9683049457417826,1.3877601708534035,1.925878291807068,10.0,58.21943500099951
28,0.1,130.0,0.9696627562363563,1.3577091028165993,1.8433740078710552,10.0,58.64522655300243
29,0.06000000000000001,140.0,0.9590945777247086,1.5765549386513626,2.485525474586002,10.0,58.284726187997876
