learning_rate_mean,n_estimators_mean,r2_mean,r2_mad,RMSE_mean,RMSE_mad,MSE_mean,MSE_mad,cv,time_mean
0.08433333333333336,180,0.9834076163551618,0.0025456071580758836,1.178455099105513,0.09078471725320546,1.4007216628700596,0.21489902643272102,10.0,136.1660824833333
