alpha_mean,r2_mean,r2_mad,RMSE_mean,RMSE_mad,MSE_mean,MSE_mad,cv,time_mean
0.0012333218390804532,0.8214697114155484,2.8860799857384952e-08,3.2936285809556725,2.662202561953819e-07,10.847989229288167,1.7536612338275858e-06,10.0,0.30581195003342143
