learning_rate_mean,n_estimators_mean,r2_mean,r2_mad,RMSE_mean,RMSE_mad,MSE_mean,MSE_mad,cv,time_mean
0.08800000000000001,180,0.9899442677324539,0.0027690173267984506,0.9099408685926659,0.12141436858558015,0.8489004548514537,0.233759213717056,10.0,60.37795074996696
