,alpha,tol,r2,RMSE,MSE,cv,time
0,0.31622776601683794,1e-05,0.8213890217246733,3.2943728015921043,10.85289215586981,10.0,2.8742095189991232
1,0.31622776601683794,1e-05,0.8213890217246733,3.2943728015921043,10.85289215586981,10.0,2.756365494999045
2,0.31622776601683794,1e-05,0.8213890217246733,3.2943728015921043,10.85289215586981,10.0,2.763337133997993
3,0.31622776601683794,1e-05,0.8213890217246733,3.2943728015921043,10.85289215586981,10.0,2.873908432000462
4,0.2395026619987486,1e-05,0.8214253794043851,3.2940374866851636,10.85068296368711,10.0,2.961828223997145
5,0.31622776601683794,1e-05,0.8213890217246733,3.2943728015921043,10.85289215586981,10.0,3.3424843499997223
6,0.31622776601683794,1e-05,0.8213890217246733,3.2943728015921043,10.85289215586981,10.0,3.128502905001369
7,0.31622776601683794,1e-05,0.8213890217246733,3.2943728015921043,10.85289215586981,10.0,2.74469539400161
8,0.2395026619987486,1e-05,0.8214253794043851,3.2940374866851636,10.85068296368711,10.0,2.814326682000683
9,0.1813930693911063,1e-05,0.8214471184813057,3.2938369780306687,10.849362037842207,10.0,2.7960285039989685
10,0.31622776601683794,1e-05,0.8213890217246733,3.2943728015921043,10.85289215586981,10.0,3.0562360780022573
11,0.2395026619987486,1e-05,0.8214253794043851,3.2940374866851636,10.85068296368711,10.0,3.0079077549999056
12,0.31622776601683794,1e-05,0.8213890217246733,3.2943728015921043,10.85289215586981,10.0,3.0354166729994176
13,0.31622776601683794,1e-05,0.8213890217246733,3.2943728015921043,10.85289215586981,10.0,2.998820816999796
14,0.31622776601683794,1e-05,0.8213890217246733,3.2943728015921043,10.85289215586981,10.0,3.022377733999747
15,0.31622776601683794,1e-05,0.8213890217246733,3.2943728015921043,10.85289215586981,10.0,3.039070565999282
16,0.31622776601683794,1e-05,0.8213890217246733,3.2943728015921043,10.85289215586981,10.0,3.2404396060010185
17,0.31622776601683794,1e-05,0.8213890217246733,3.2943728015921043,10.85289215586981,10.0,3.3207942900007765
18,0.31622776601683794,1e-05,0.8213890217246733,3.2943728015921043,10.85289215586981,10.0,3.198786521999864
19,0.31622776601683794,1e-05,0.8213890217246733,3.2943728015921043,10.85289215586981,10.0,3.0103749059999245
20,0.0001,1e-05,0.8214780887261117,3.2935513053477043,10.847480200957566,10.0,3.0283269030005613
21,0.31622776601683794,1e-05,0.8213890217246733,3.2943728015921043,10.85289215586981,10.0,3.0122243439982412
22,0.31622776601683794,1e-05,0.8213890217246733,3.2943728015921043,10.85289215586981,10.0,3.0182379689977097
23,0.31622776601683794,1e-05,0.8213890217246733,3.2943728015921043,10.85289215586981,10.0,3.019662589998916
24,0.31622776601683794,1e-05,0.8213890217246733,3.2943728015921043,10.85289215586981,10.0,3.1974690749993897
25,0.31622776601683794,1e-05,0.8213890217246733,3.2943728015921043,10.85289215586981,10.0,3.2288310719995934
26,0.31622776601683794,1e-05,0.8213890217246733,3.2943728015921043,10.85289215586981,10.0,3.189787815001182
27,0.31622776601683794,1e-05,0.8213890217246733,3.2943728015921043,10.85289215586981,10.0,3.0283931129997654
28,0.2395026619987486,1e-05,0.8214253794043851,3.2940374866851636,10.85068296368711,10.0,3.024341065000044
29,0.31622776601683794,1e-05,0.8213890217246733,3.2943728015921043,10.85289215586981,10.0,3.022495467997942
