C_mean,epsilon_mean,gamma_mean,r2_mean,r2_mad,RMSE_mean,RMSE_mad,MSE_mean,MSE_mad,cv,time_mean
15.733333333333333,0.5333333333333334,0.7583333333333333,0.9244707983881426,0.005470873758053555,2.1406136893680485,0.07741878611716753,4.589361122298218,0.33242527121153764,10.0,53.31696797933316
