,learning_rate,n_estimators,r2,RMSE,MSE,cv,time
0,0.1,170.0,0.9994485820633922,0.2157555502530156,0.046550457464981536,5.0,271.77890952599773
1,0.08,120.0,0.9964651215636972,0.5462717900996578,0.2984128686586846,5.0,281.62524555399796
2,0.07,190.0,0.9986085597031831,0.3427313412500954,0.11746477227508935,5.0,277.44064079300006
3,0.09000000000000001,130.0,0.9978196904620901,0.4290230337329323,0.1840607634734088,5.0,276.58208314199874
4,0.08,190.0,0.9990989127112528,0.27580679646085837,0.07606938897400135,5.0,277.5497517750009
5,0.06000000000000001,180.0,0.9970783467510693,0.4966333360910754,0.24664467051695108,5.0,279.10115847999623
6,0.06000000000000001,180.0,0.9970783467510693,0.4966333360910754,0.24664467051695108,5.0,277.3005043480007
7,0.04000000000000001,130.0,0.9880054300099338,1.0062684904365486,1.0125762748454505,5.0,275.7874633610045
8,0.09000000000000001,130.0,0.9978196904620901,0.4290230337329323,0.1840607634734088,5.0,275.42649237599835
9,0.04000000000000001,190.0,0.9935750616545912,0.7364716175455358,0.542390443450138,5.0,276.42642251200596
10,0.08,190.0,0.9990989127112528,0.27580679646085837,0.07606938897400135,5.0,277.7302461749932
11,0.04000000000000001,190.0,0.9935750616545912,0.7364716175455358,0.542390443450138,5.0,276.9859925359997
12,0.09000000000000001,100.0,0.9957571180760995,0.5984832569409968,0.3581822088387032,5.0,277.29101565699966
13,0.05000000000000001,160.0,0.9943092995390941,0.6931135600515742,0.4804064071273672,5.0,281.2022840849968
14,0.04000000000000001,190.0,0.9935750616545912,0.7364716175455358,0.542390443450138,5.0,279.3607424510046
