learning_rate_mean,n_estimators_mean,r2_mean,r2_mad,RMSE_mean,RMSE_mad,MSE_mean,MSE_mad,cv,time_mean
0.07933333333333335,142,0.9658157231333959,0.006743128833083978,1.4308223244299456,0.14121719380763167,2.0771302740851754,0.4097309735675216,10.0,61.52424121633315
