C_mean,epsilon_mean,gamma_mean,r2_mean,r2_mad,RMSE_mean,RMSE_mad,MSE_mean,MSE_mad,cv,time_mean
0.44166666666666665,0.10000000000000005,0.0625,0.7163573545730962,0.0447272575670756,0.06763972328291684,0.005366613611424791,0.004603936223914629,0.0007259890028154698,10.0,5.688861891100108
