,learning_rate,n_estimators,r2,RMSE,MSE,cv,time
0,0.1,120.0,0.9847882844854199,1.1332106036014282,1.2841662721147131,10.0,61.11177861500073
1,0.1,190.0,0.9931196836888401,0.762124169149717,0.5808332492021465,10.0,60.85441853100019
2,0.1,190.0,0.9931196836888401,0.762124169149717,0.5808332492021465,10.0,60.604871908999485
3,0.08,190.0,0.9902379443662868,0.9078041659795699,0.8241084037698626,10.0,63.97001257100055
4,0.08,190.0,0.9902379443662868,0.9078041659795699,0.8241084037698626,10.0,72.87394678900091
5,0.1,190.0,0.9931196836888401,0.762124169149717,0.5808332492021465,10.0,63.88967361399773
6,0.08,190.0,0.9902379443662868,0.9078041659795699,0.8241084037698626,10.0,64.28529820699987
7,0.1,190.0,0.9931196836888401,0.762124169149717,0.5808332492021465,10.0,58.8929649840029
8,0.08,180.0,0.9892381298048922,0.9531591185532777,0.9085123052812613,10.0,58.99899403099698
9,0.06000000000000001,190.0,0.9846168355832587,1.1395788311207857,1.2986399123386163,10.0,58.713736208002956
10,0.09000000000000001,190.0,0.9918289551582846,0.8305395709234705,0.6897959788697425,10.0,59.65177578500152
11,0.09000000000000001,180.0,0.9911916847107356,0.8623190054749275,0.743594067203268,10.0,59.193340451998665
12,0.07,190.0,0.9874835972994963,1.0279246862724698,1.0566291606483555,10.0,59.20463315800225
13,0.09000000000000001,120.0,0.9832543471231412,1.1889745932565738,1.4136605834096352,10.0,59.580769976997544
14,0.09000000000000001,190.0,0.9918289551582846,0.8305395709234705,0.6897959788697425,10.0,60.01202980499875
15,0.1,190.0,0.9931196836888401,0.762124169149717,0.5808332492021465,10.0,58.6244261009997
16,0.1,190.0,0.9931196836888401,0.762124169149717,0.5808332492021465,10.0,58.15556490500239
17,0.09000000000000001,190.0,0.9918289551582846,0.8305395709234705,0.6897959788697425,10.0,59.13655258200015
18,0.1,150.0,0.989284698787231,0.951094618038383,0.9045809724615778,10.0,59.746173879997514
19,0.06000000000000001,180.0,0.9834100153471779,1.1834353134112765,1.4005191410288462,10.0,59.460220801000105
20,0.1,190.0,0.9931196836888401,0.762124169149717,0.5808332492021465,10.0,59.701218820002396
21,0.1,190.0,0.9931196836888401,0.762124169149717,0.5808332492021465,10.0,60.75692189699839
22,0.08,190.0,0.9902379443662868,0.9078041659795699,0.8241084037698626,10.0,59.223557136003365
23,0.09000000000000001,190.0,0.9918289551582846,0.8305395709234705,0.6897959788697425,10.0,58.39075709900135
24,0.09000000000000001,190.0,0.9918289551582846,0.8305395709234705,0.6897959788697425,10.0,58.326127221000206
25,0.1,180.0,0.9923459519147484,0.8038353949378481,0.6461513421548862,10.0,58.70163587799834
26,0.06000000000000001,190.0,0.9846168355832587,1.1395788311207857,1.2986399123386163,10.0,59.91305229300269
27,0.09000000000000001,190.0,0.9918289551582846,0.8305395709234705,0.6897959788697425,10.0,60.002210359001765
28,0.07,180.0,0.9864263889232691,1.0704570157339526,1.1458782225340398,10.0,60.222675637000066
29,0.1,120.0,0.9847882844854199,1.1332106036014282,1.2841662721147131,10.0,59.13918325399936
