alpha_mean,r2_mean,r2_mad,RMSE_mean,RMSE_mad,MSE_mean,MSE_mad,cv,time_mean
0.0012348333333333334,0.7406375515917158,2.641560984765571e-09,4.679237414173784,2.3828604008476382e-08,21.89526277820374,2.2299940193685568e-07,10.0,0.32593275906671504
