alpha_mean,r2_mean,r2_mad,RMSE_mean,RMSE_mad,MSE_mean,MSE_mad,cv,time_mean
0.001235,0.8246226471654089,1.1102230246251565e-16,0.05335383496741609,1.3877787807814457e-17,0.002846631705730199,8.673617379884035e-19,10.0,0.3347521269999864
