learning_rate_mean,n_estimators_mean,r2_mean,r2_mad,RMSE_mean,RMSE_mad,MSE_mean,MSE_mad,cv,time_mean
0.08766666666666668,176,0.9778034046335524,0.0035973503984321827,1.1564239191509444,0.09340333452038282,1.3487259185613545,0.21858486134529484,10.0,35.20792147316642
