C_mean,epsilon_mean,gamma_mean,r2_mean,r2_var,RMSE_mean,RMSE_var,MSE_mean,MSE_var,cv,time_mean
15.2,0.4900000000000002,0.8166666666666667,0.9254054094975845,2.180790557351383e-05,2.1279821664231293,0.004410508236253947,4.532571591909918,0.0805171945996574,10.0,37.80604842703263
