C_mean,epsilon_mean,gamma_mean,r2_mean,r2_var,RMSE_mean,RMSE_var,MSE_mean,MSE_var,cv,time_mean
0.475,0.10000000000000005,0.0625,0.7282329215412761,0.0019190692962979523,0.06621536912940124,2.762404371178647e-05,0.0044111783511975875,5.055989932622124e-07,10.0,5.920334029666871
