C_mean,epsilon_mean,gamma_mean,r2_mean,r2_var,RMSE_mean,RMSE_var,MSE_mean,MSE_var,cv,time_mean
16.0,0.6700000000000002,0.7666666666666667,0.9353556062543177,0.00017170408222926163,2.324489050411913,0.055863809493135845,5.4572510279949125,1.2236768656233534,10.0,65.25761108440007
